inventory_id,Department,Class,Size,Inventory Units,Full Price Inventory Units,Markdown Inventory Units,Inventory Value,Full Price Inventory Value,Markdown Inventory Value,Units Sold,Full Price Units Sold,Markdown Units Sold,Sales,Full Price Sales,Markdown Sales
194,Knitwear,Novelty/Woolblend,M,20,0,20,$200.00,$0.00,$200.00,4,0,4,$44.00 ,$0.00 ,$44.00 
195,Knitwear,Novelty/Woolblend,S,10,0,10,$97.50,$0.00,$97.50,6,0,6,$58.50 ,$0.00 ,$58.50 
196,Knitwear,Novelty/Woolblend,XS,69,0,69,$707.00,$0.00,$707.00,10,0,10,$119.00 ,$0.00 ,$119.00 
197,Contemporary,Denim,23,370,340,30,"$17,739.60","$16,859.60",$880.00,18,17,1,$835.84 ,$791.84 ,$44.00 
198,Contemporary,Denim,24,"3,324","3,178",146,"$135,636.97","$131,533.22","$4,103.75",207,188,19,"$8,391.13 ","$7,890.63 ",$500.50 
199,Contemporary,Denim,25,"3,047","2,973",74,"$120,690.88","$118,814.28","$1,876.60",201,193,8,"$9,154.48 ","$8,941.08 ",$213.40 
200,Contemporary,Denim,26,"3,932","3,906",26,"$152,636.14","$152,072.94",$563.20,367,362,5,"$16,013.98 ","$15,908.38 ",$105.60 
201,Contemporary,Denim,27,"3,031","3,031",0,"$117,863.69","$117,863.69",$0.00,385,385,0,"$16,719.15 ","$16,719.15 ",$0.00 
202,Contemporary,Denim,28,"1,349","1,349",0,"$50,108.01","$50,108.01",$0.00,188,188,0,"$8,194.62 ","$8,194.62 ",$0.00 
203,Contemporary,Denim,29,"1,709","1,709",0,"$67,219.42","$67,219.42",$0.00,346,346,0,"$15,033.05 ","$15,033.05 ",$0.00 
204,Contemporary,Denim,30,588,588,0,"$21,842.13","$21,842.13",$0.00,178,178,0,"$7,366.22 ","$7,366.22 ",$0.00 
205,Contemporary,Denim,31,"1,230","1,230",0,"$43,403.71","$43,403.71",$0.00,297,297,0,"$11,193.03 ","$11,193.03 ",$0.00 
206,Contemporary,Denim,32,295,295,0,"$11,144.80","$11,144.80",$0.00,58,58,0,"$2,719.42 ","$2,719.42 ",$0.00 
207,Contemporary,Denim,33,38,38,0,"$2,069.62","$2,069.62",$0.00,20,20,0,"$1,169.80 ","$1,169.80 ",$0.00 
208,Contemporary,Denim,L,112,112,0,"$4,478.88","$4,478.88",$0.00,13,13,0,$511.87 ,$511.87 ,$0.00 
209,Contemporary,Denim,M,182,182,0,"$7,246.19","$7,246.19",$0.00,20,20,0,$767.81 ,$767.81 ,$0.00 
210,Contemporary,Denim,S,289,289,0,"$11,547.11","$11,547.11",$0.00,11,11,0,$419.90 ,$419.90 ,$0.00 
211,Contemporary,Denim,XS,59,59,0,"$2,339.42","$2,339.42",$0.00,3,3,0,$107.97 ,$107.97 ,$0.00 
212,Contemporary,Dresses,0,66,47,19,"$2,128.93","$1,682.53",$446.40,6,6,0,$326.94 ,$326.94 ,$0.00 
213,Contemporary,Dresses,0,120,92,28,"$3,753.19","$3,083.59",$669.60,5,5,0,$309.95 ,$309.95 ,$0.00 
214,Contemporary,Dresses,10,364,364,0,"$20,026.36","$20,026.36",$0.00,48,48,0,"$2,849.52 ","$2,849.52 ",$0.00 
215,Contemporary,Dresses,12,56,56,0,"$2,336.20","$2,336.20",$0.00,13,13,0,$805.87 ,$805.87 ,$0.00 
216,Contemporary,Dresses,14,111,111,0,"$3,645.40","$3,645.40",$0.00,13,13,0,$441.87 ,$441.87 ,$0.00 
217,Contemporary,Dresses,2,203,97,106,"$6,988.73","$4,449.53","$2,539.20",45,43,2,"$2,970.02 ","$2,914.82 ",$55.20 
218,Contemporary,Dresses,4,273,172,101,"$11,041.29","$8,611.29","$2,430.00",48,40,8,"$3,197.76 ","$3,003.36 ",$194.40 
219,Contemporary,Dresses,6,297,162,135,"$11,959.38","$8,719.38","$3,240.00",36,35,1,"$2,877.86 ","$2,834.66 ",$43.20 
220,Contemporary,Dresses,8,166,147,19,"$8,518.94","$8,048.54",$470.40,31,30,1,"$2,039.51 ","$2,022.71 ",$16.80 
221,Contemporary,Dresses,L,699,655,44,"$30,325.46","$29,143.46","$1,182.00",130,119,11,"$5,548.31 ","$5,311.31 ",$237.00 
222,Contemporary,Dresses,M,"1,746","1,395",351,"$72,534.35","$62,859.30","$9,675.05",278,243,35,"$11,434.27 ","$10,557.57 ",$876.70 
223,Contemporary,Dresses,S,"7,407","6,110","1,297","$304,360.60","$268,129.90","$36,230.70",924,819,105,"$37,900.57 ","$35,351.32 ","$2,549.25 "
224,Contemporary,Dresses,XL,383,355,28,"$14,963.95","$14,321.45",$642.50,54,54,0,"$2,161.96 ","$2,161.96 ",$0.00 
225,Contemporary,Dresses,XS,"3,063","2,670",393,"$131,823.91","$120,056.56","$11,767.35",313,292,21,"$13,449.68 ","$12,906.83 ",$542.85 
226,Contemporary,Dresses,XS/S,79,0,79,"$3,831.80",$0.00,"$3,831.80",11,0,11,$499.80 ,$0.00 ,$499.80 
227,Contemporary,Jackets,L,470,467,3,"$18,860.34","$18,770.34",$90.00,57,54,3,"$2,359.46 ","$2,299.46 ",$60.00 
228,Contemporary,Jackets,M,"1,085",959,126,"$40,697.42","$37,685.42","$3,012.00",146,134,12,"$5,989.67 ","$5,713.67 ",$276.00 
229,Contemporary,Jackets,S,881,644,237,"$32,916.01","$25,211.56","$7,704.45",152,119,33,"$6,022.51 ","$5,236.81 ",$785.70 
230,Contemporary,Jackets,XL,151,151,0,"$6,998.50","$6,998.50",$0.00,16,16,0,$542.34 ,$542.34 ,$0.00 
231,Contemporary,Jackets,XS,448,251,197,"$15,735.49","$9,057.49","$6,678.00",60,48,12,"$2,461.92 ","$2,183.52 ",$278.40 
232,Contemporary,Jumpsuits,4,10,10,0,$363.91,$363.91,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
233,Contemporary,Jumpsuits,6,4,4,0,$149.96,$149.96,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
234,Contemporary,Jumpsuits,8,8,8,0,$359.92,$359.92,$0.00,3,3,0,$111.98 ,$111.98 ,$0.00 
235,Contemporary,Jumpsuits,L,405,367,38,"$16,703.03","$15,880.33",$822.70,99,88,11,"$4,293.13 ","$4,055.63 ",$237.50 
236,Contemporary,Jumpsuits,M,250,234,16,"$10,714.41","$9,867.41",$847.00,49,46,3,"$2,179.19 ","$2,018.04 ",$161.15 
237,Contemporary,Jumpsuits,S,632,602,30,"$29,735.39","$27,776.99","$1,958.40",96,95,1,"$4,552.16 ","$4,494.56 ",$57.60 
238,Contemporary,Jumpsuits,XL,21,0,21,$445.50,$0.00,$445.50,3,2,1,$152.99 ,$119.99 ,$33.00 
239,Contemporary,Jumpsuits,XS,357,332,25,"$16,883.69","$15,251.69","$1,632.00",42,39,3,"$1,804.86 ","$1,660.86 ",$144.00 
240,Contemporary,Jumpsuits,XXL,14,0,14,$299.20,$0.00,$299.20,0,0,0,$0.00 ,$0.00 ,$0.00 
241,Contemporary,Knits,L,793,793,0,"$19,451.23","$19,451.23",$0.00,187,187,0,"$5,055.84 ","$5,055.84 ",$0.00 
242,Contemporary,Knits,M,"3,012","2,800",212,"$71,758.00","$68,138.00","$3,620.00",622,600,22,"$16,350.00 ","$16,050.00 ",$300.00 
243,Contemporary,Knits,M/L,783,783,0,"$13,309.68","$13,309.68",$0.00,114,114,0,"$1,876.61 ","$1,876.61 ",$0.00 
244,Contemporary,Knits,OS,74,74,0,"$1,454.46","$1,454.46",$0.00,15,15,0,$269.46 ,$269.46 ,$0.00 
245,Contemporary,Knits,S,973,894,79,"$23,539.06","$22,244.06","$1,295.00",141,139,2,"$3,704.62 ","$3,659.62 ",$45.00 
246,Contemporary,Knits,XL,182,182,0,"$4,105.78","$4,105.78",$0.00,61,61,0,"$1,689.20 ","$1,689.20 ",$0.00 
247,Contemporary,Knits,XS,"2,426","2,284",142,"$57,218.77","$54,594.77","$2,624.00",210,199,11,"$5,143.62 ","$5,015.62 ",$128.00 
248,Contemporary,Knits,XS/S,213,213,0,"$3,472.67","$3,472.67",$0.00,96,96,0,"$1,509.65 ","$1,509.65 ",$0.00 
249,Contemporary,Pants,0,2,2,0,$77.48,$77.48,$0.00,2,2,0,$77.48 ,$77.48 ,$0.00 
250,Contemporary,Pants,10,8,8,0,$215.93,$215.93,$0.00,4,4,0,$107.96 ,$107.96 ,$0.00 
251,Contemporary,Pants,12,15,15,0,$445.35,$445.35,$0.00,4,4,0,$98.97 ,$98.97 ,$0.00 
252,Contemporary,Pants,2,25,25,0,$742.25,$742.25,$0.00,5,5,0,$134.96 ,$134.96 ,$0.00 
253,Contemporary,Pants,23,32,0,32,$710.50,$0.00,$710.50,2,0,2,$56.00 ,$0.00 ,$56.00 
254,Contemporary,Pants,24,53,15,38,"$1,424.85",$599.85,$825.00,3,0,3,$66.00 ,$0.00 ,$66.00 
255,Contemporary,Pants,25,76,0,76,"$1,373.75",$0.00,"$1,373.75",9,0,9,$155.75 ,$0.00 ,$155.75 
256,Contemporary,Pants,26,27,0,27,$443.25,$0.00,$443.25,5,0,5,$67.50 ,$0.00 ,$67.50 
257,Contemporary,Pants,27,22,0,22,$599.40,$0.00,$599.40,8,0,8,$138.60 ,$0.00 ,$138.60 
258,Contemporary,Pants,4,56,56,0,"$1,679.44","$1,679.44",$0.00,12,12,0,$359.88 ,$359.88 ,$0.00 
259,Contemporary,Pants,6,110,110,0,"$3,298.90","$3,298.90",$0.00,38,38,0,"$1,139.62 ","$1,139.62 ",$0.00 
260,Contemporary,Pants,8,4,4,0,$110.96,$110.96,$0.00,6,6,0,$166.44 ,$166.44 ,$0.00 
261,Contemporary,Pants,L,"1,005",998,7,"$39,342.52","$39,194.02",$148.50,56,49,7,"$2,119.01 ","$1,970.51 ",$148.50 
262,Contemporary,Pants,M,"1,683","1,612",71,"$64,315.28","$62,875.38","$1,439.90",162,147,15,"$6,271.54 ","$5,982.54 ",$289.00 
263,Contemporary,Pants,S,"1,400","1,250",150,"$52,409.50","$49,487.50","$2,922.00",128,118,10,"$5,190.82 ","$4,998.82 ",$192.00 
264,Contemporary,Pants,XL,167,167,0,"$6,494.33","$6,494.33",$0.00,11,11,0,$444.40 ,$444.40 ,$0.00 
265,Contemporary,Pants,XS,324,284,40,"$12,163.16","$11,294.16",$869.00,26,14,12,$789.67 ,$505.87 ,$283.80 
266,Contemporary,Shorts,0,13,13,0,$371.88,$371.88,$0.00,2,2,0,$46.48 ,$46.48 ,$0.00 
267,Contemporary,Shorts,0,28,28,0,$827.72,$827.72,$0.00,2,2,0,$35.99 ,$35.99 ,$0.00 
268,Contemporary,Shorts,2,33,33,0,$965.68,$965.68,$0.00,2,2,0,$41.99 ,$41.99 ,$0.00 
269,Contemporary,Shorts,23,107,95,12,"$3,509.06","$3,266.06",$243.00,7,6,1,$215.95 ,$188.95 ,$27.00 
270,Contemporary,Shorts,24,439,375,64,"$12,852.26","$11,572.26","$1,280.00",20,13,7,$511.87 ,$383.87 ,$128.00 
271,Contemporary,Shorts,25,392,347,45,"$10,909.04","$10,009.04",$900.00,31,24,7,$858.51 ,$723.51 ,$135.00 
272,Contemporary,Shorts,26,437,339,98,"$11,718.61","$9,556.61","$2,162.00",19,14,5,$522.36 ,$422.36 ,$100.00 
273,Contemporary,Shorts,27,"1,937","1,110",827,"$51,178.70","$31,547.90","$19,630.80",90,73,17,"$2,590.88 ","$2,203.28 ",$387.60 
274,Contemporary,Shorts,28,"1,341",637,704,"$34,732.88","$17,974.88","$16,758.00",84,51,33,"$2,256.99 ","$1,486.99 ",$770.00 
275,Contemporary,Shorts,29,910,202,708,"$23,092.74","$6,236.74","$16,856.00",42,27,15,"$1,175.74 ",$804.74 ,$371.00 
276,Contemporary,Shorts,30,110,21,89,"$2,685.70",$619.30,"$2,066.40",9,5,4,$230.95 ,$146.95 ,$84.00 
277,Contemporary,Shorts,31,65,26,39,"$1,572.24",$795.24,$777.00,8,6,2,$221.94 ,$184.94 ,$37.00 
278,Contemporary,Shorts,32,15,11,4,$419.15,$328.15,$91.00,3,2,1,$74.73 ,$61.73 ,$13.00 
279,Contemporary,Shorts,33,6,3,3,$159.47,$101.47,$58.00,2,0,2,$29.00 ,$0.00 ,$29.00 
280,Contemporary,Shorts,34,6,0,6,$114.00,$0.00,$114.00,0,0,0,$0.00 ,$0.00 ,$0.00 
281,Contemporary,Shorts,L,68,56,12,"$2,242.25","$1,861.45",$380.80,19,19,0,$636.82 ,$636.82 ,$0.00 
282,Contemporary,Shorts,M,244,143,101,"$7,495.98","$4,273.58","$3,222.40",19,18,1,$573.63 ,$512.83 ,$60.80 
283,Contemporary,Shorts,S,234,143,91,"$7,200.57","$4,288.57","$2,912.00",17,16,1,$502.94 ,$461.34 ,$41.60 
284,Contemporary,Shorts,XL,11,0,11,$352.00,$0.00,$352.00,2,0,2,$35.20 ,$0.00 ,$35.20 
285,Contemporary,Shorts,XS,98,59,39,"$3,005.82","$1,751.42","$1,254.40",4,3,1,$97.58 ,$71.98 ,$25.60 
286,Contemporary,Skirts,0,28,28,0,"$1,446.23","$1,446.23",$0.00,2,2,0,$109.99 ,$109.99 ,$0.00 
287,Contemporary,Skirts,0,5,5,0,$404.96,$404.96,$0.00,2,2,0,$134.99 ,$134.99 ,$0.00 
288,Contemporary,Skirts,10,76,76,0,"$3,060.99","$3,060.99",$0.00,6,6,0,$443.94 ,$443.94 ,$0.00 
289,Contemporary,Skirts,12,6,6,0,$299.94,$299.94,$0.00,1,1,0,$99.99 ,$99.99 ,$0.00 
290,Contemporary,Skirts,14,7,7,0,$174.93,$174.93,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
291,Contemporary,Skirts,2,49,49,0,"$2,621.52","$2,621.52",$0.00,3,3,0,$229.98 ,$229.98 ,$0.00 
292,Contemporary,Skirts,23,10,10,0,$398.91,$398.91,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
293,Contemporary,Skirts,24,84,52,32,"$3,323.48","$2,299.48","$1,024.00",10,2,8,$355.98 ,$99.98 ,$256.00 
294,Contemporary,Skirts,25,95,95,0,"$3,873.56","$3,873.56",$0.00,3,3,0,$83.98 ,$83.98 ,$0.00 
295,Contemporary,Skirts,26,166,166,0,"$6,774.59","$6,774.59",$0.00,8,8,0,$282.67 ,$282.67 ,$0.00 
296,Contemporary,Skirts,27,14,14,0,$492.36,$492.36,$0.00,1,1,0,$20.00 ,$20.00 ,$0.00 
297,Contemporary,Skirts,28,42,42,0,"$1,718.59","$1,718.59",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
298,Contemporary,Skirts,29,7,7,0,$327.43,$327.43,$0.00,1,1,0,$20.00 ,$20.00 ,$0.00 
299,Contemporary,Skirts,30,10,10,0,$374.90,$374.90,$0.00,3,3,0,$78.73 ,$78.73 ,$0.00 
300,Contemporary,Skirts,31,12,12,0,$471.13,$471.13,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
301,Contemporary,Skirts,32,6,6,0,$299.94,$299.94,$0.00,1,1,0,$37.49 ,$37.49 ,$0.00 
302,Contemporary,Skirts,33,3,3,0,$134.97,$134.97,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
303,Contemporary,Skirts,34,5,5,0,$149.45,$149.45,$0.00,2,2,0,$34.49 ,$34.49 ,$0.00 
304,Contemporary,Skirts,4,57,57,0,"$1,661.44","$1,661.44",$0.00,6,6,0,$293.94 ,$293.94 ,$0.00 
305,Contemporary,Skirts,6,48,48,0,"$1,586.03","$1,586.03",$0.00,5,5,0,$289.70 ,$289.70 ,$0.00 
306,Contemporary,Skirts,8,53,53,0,"$2,029.47","$2,029.47",$0.00,6,6,0,$329.94 ,$329.94 ,$0.00 
307,Contemporary,Skirts,L,423,423,0,"$11,140.98","$11,140.98",$0.00,48,48,0,"$1,068.73 ","$1,068.73 ",$0.00 
308,Contemporary,Skirts,M,836,836,0,"$22,839.65","$22,839.65",$0.00,111,111,0,"$3,340.90 ","$3,340.90 ",$0.00 
309,Contemporary,Skirts,S,"1,164","1,164",0,"$31,462.12","$31,462.12",$0.00,95,93,2,"$2,865.13 ","$2,828.83 ",$36.30 
310,Contemporary,Skirts,XL,200,200,0,"$5,039.25","$5,039.25",$0.00,26,26,0,$532.54 ,$532.54 ,$0.00 
311,Contemporary,Skirts,XS,371,346,25,"$9,969.15","$9,203.55",$765.60,33,27,6,$859.94 ,$681.74 ,$178.20 
312,Contemporary,Sweaters,L,276,275,1,"$10,405.51","$10,382.26",$23.25,76,75,1,"$2,711.76 ","$2,688.51 ",$23.25 
313,Contemporary,Sweaters,M,504,496,8,"$19,447.79","$19,336.79",$111.00,163,156,7,"$6,713.95 ","$6,602.95 ",$111.00 
314,Contemporary,Sweaters,S,821,717,104,"$28,967.84","$27,400.34","$1,567.50",177,162,15,"$7,123.39 ","$6,895.39 ",$228.00 
315,Contemporary,Sweaters,XL,93,93,0,"$2,989.08","$2,989.08",$0.00,11,11,0,$415.90 ,$415.90 ,$0.00 
316,Contemporary,Sweaters,XS,391,328,63,"$13,821.73","$12,876.73",$945.00,60,51,9,"$2,195.74 ","$2,064.49 ",$131.25 
317,Contemporary,Wovens,0,23,23,0,$661.28,$661.28,$0.00,9,9,0,$251.92 ,$251.92 ,$0.00 
318,Contemporary,Wovens,0,7,7,0,$202.43,$202.43,$0.00,9,9,0,$431.92 ,$431.92 ,$0.00 
319,Contemporary,Wovens,14,8,8,0,$217.43,$217.43,$0.00,2,2,0,$43.49 ,$43.49 ,$0.00 
320,Contemporary,Wovens,2,19,19,0,$566.81,$566.81,$0.00,10,10,0,$283.41 ,$283.41 ,$0.00 
321,Contemporary,Wovens,4,3,3,0,$67.48,$67.48,$0.00,3,3,0,$172.48 ,$172.48 ,$0.00 
322,Contemporary,Wovens,6,10,10,0,$279.91,$279.91,$0.00,4,4,0,$258.97 ,$258.97 ,$0.00 
323,Contemporary,Wovens,AU 6/US 2,7,7,0,$324.94,$324.94,$0.00,2,2,0,$58.49 ,$58.49 ,$0.00 
324,Contemporary,Wovens,AUS 10/US 6,44,44,0,"$2,184.56","$2,184.56",$0.00,3,3,0,$142.47 ,$142.47 ,$0.00 
325,Contemporary,Wovens,AUS 12/US 8,9,9,0,$412.42,$412.42,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
326,Contemporary,Wovens,AUS 14/US 10,25,25,0,"$1,202.26","$1,202.26",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
327,Contemporary,Wovens,AUS 8/US 4,48,48,0,"$2,348.53","$2,348.53",$0.00,5,5,0,$175.46 ,$175.46 ,$0.00 
328,Contemporary,Wovens,L,814,773,41,"$23,204.48","$22,283.78",$920.70,65,60,5,"$1,926.61 ","$1,830.91 ",$95.70 
329,Contemporary,Wovens,M,"1,656","1,352",304,"$44,529.28","$38,362.48","$6,166.80",119,89,30,"$3,014.12 ","$2,456.12 ",$558.00 
330,Contemporary,Wovens,S,"1,377","1,091",286,"$38,328.79","$30,948.34","$7,380.45",144,105,39,"$3,959.55 ","$3,085.95 ",$873.60 
331,Contemporary,Wovens,XL,26,26,0,$831.74,$831.74,$0.00,6,6,0,$168.94 ,$168.94 ,$0.00 
332,Contemporary,Wovens,XS,862,582,280,"$23,985.93","$16,824.18","$7,161.75",67,34,33,"$1,480.91 ","$1,000.91 ",$480.00 
333,Women's Sizes,Active,1X,"1,021",962,59,"$16,107.78","$15,581.28",$526.50,149,107,42,"$2,013.93 ","$1,638.23 ",$375.70 
334,Women's Sizes,Active,2X,282,282,0,"$4,444.14","$4,444.14",$0.00,50,50,0,$759.51 ,$759.51 ,$0.00 
335,Women's Sizes,Active,3X,42,39,3,$613.86,$591.36,$22.50,23,20,3,$307.31 ,$279.56 ,$27.75 
336,Women's Sizes,Capris HIST,1X,193,193,0,"$3,279.07","$3,279.07",$0.00,13,13,0,$220.87 ,$220.87 ,$0.00 
337,Women's Sizes,Capris HIST,2X,72,72,0,"$1,207.14","$1,207.14",$0.00,16,16,0,$270.99 ,$270.99 ,$0.00 
338,Women's Sizes,Capris HIST,3X,6,6,0,$101.94,$101.94,$0.00,2,2,0,$20.39 ,$20.39 ,$0.00 
339,Women's Sizes,Denim,14,451,420,31,"$10,389.75","$9,917.25",$472.50,52,48,4,"$1,014.88 ",$951.88 ,$63.00 
340,Women's Sizes,Denim,14W,183,175,8,"$4,726.61","$4,572.61",$154.00,15,14,1,$359.56 ,$348.56 ,$11.00 
341,Women's Sizes,Denim,16,"1,217","1,217",0,"$27,340.34","$27,340.34",$0.00,128,128,0,"$2,683.22 ","$2,683.22 ",$0.00 
342,Women's Sizes,Denim,16W,478,474,4,"$14,220.76","$14,151.76",$69.00,99,96,3,"$2,515.25 ","$2,446.25 ",$69.00 
343,Women's Sizes,Denim,18,572,552,20,"$13,174.48","$12,878.48",$296.00,79,66,13,"$1,701.74 ","$1,504.14 ",$197.60 
344,Women's Sizes,Denim,18W,717,700,17,"$22,266.51","$21,925.51",$341.00,137,131,6,"$3,941.90 ","$3,817.90 ",$124.00 
345,Women's Sizes,Denim,20,595,559,36,"$12,645.56","$12,075.16",$570.40,74,72,2,"$1,650.69 ","$1,613.89 ",$36.80 
346,Women's Sizes,Denim,20W,403,393,10,"$12,287.18","$12,078.18",$209.00,60,60,0,"$1,567.85 ","$1,567.85 ",$0.00 
347,Women's Sizes,Denim,22,171,168,3,"$3,453.72","$3,401.72",$52.00,27,25,2,$601.00 ,$569.80 ,$31.20 
348,Women's Sizes,Denim,22W,132,132,0,"$4,247.73","$4,247.73",$0.00,14,14,0,$426.91 ,$426.91 ,$0.00 
349,Women's Sizes,Denim,24,294,252,42,"$6,562.08","$5,813.28",$748.80,22,22,0,$597.38 ,$597.38 ,$0.00 
350,Women's Sizes,Denim,24W,90,84,6,"$2,740.86","$2,636.86",$104.00,9,8,1,$240.42 ,$227.42 ,$13.00 
351,Women's Sizes,Denim,26,31,20,11,"$1,071.40",$725.80,$345.60,3,3,0,$97.18 ,$77.98 ,$19.20 
352,Women's Sizes,Denim,26W,54,19,35,"$1,512.21",$759.81,$752.40,0,0,0,$0.00 ,$0.00 ,$0.00 
353,Women's Sizes,Denim,28,38,25,13,"$1,325.75",$909.75,$416.00,1,1,0,$25.99 ,$25.99 ,$0.00 
354,Women's Sizes,Denim,28W,54,0,54,"$1,188.00",$0.00,"$1,188.00",5,0,5,$99.00 ,$0.00 ,$99.00 
355,Women's Sizes,Jackets,0X,16,16,0,$458.85,$458.85,$0.00,1,1,0,$26.99 ,$26.99 ,$0.00 
356,Women's Sizes,Jackets,14W,28,7,21,$942.34,$247.94,$694.40,4,2,2,$111.58 ,$61.98 ,$49.60 
357,Women's Sizes,Jackets,16W,79,12,67,"$2,597.48",$475.88,"$2,121.60",4,2,2,$122.38 ,$67.98 ,$54.40 
358,Women's Sizes,Jackets,18,26,26,0,"$3,847.24","$3,847.24",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
359,Women's Sizes,Jackets,18W,14,9,5,$493.91,$341.91,$152.00,8,3,5,$265.97 ,$113.97 ,$152.00 
360,Women's Sizes,Jackets,1X,289,289,0,"$11,115.61","$11,115.61",$0.00,56,56,0,"$1,830.95 ","$1,830.95 ",$0.00 
361,Women's Sizes,Jackets,20,50,50,0,"$7,439.50","$7,439.50",$0.00,5,5,0,$719.95 ,$719.95 ,$0.00 
362,Women's Sizes,Jackets,20W,4,4,0,$159.96,$159.96,$0.00,3,3,0,$119.97 ,$119.97 ,$0.00 
363,Women's Sizes,Jackets,22,22,22,0,"$3,187.29","$3,187.29",$0.00,2,2,0,$187.49 ,$187.49 ,$0.00 
364,Women's Sizes,Jackets,22W,2,2,0,$77.98,$77.98,$0.00,2,2,0,$77.98 ,$77.98 ,$0.00 
365,Women's Sizes,Jackets,24,10,10,0,"$1,379.91","$1,379.91",$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
366,Women's Sizes,Jackets,24W,1,1,0,$37.99,$37.99,$0.00,1,1,0,$37.99 ,$37.99 ,$0.00 
367,Women's Sizes,Jackets,2X,156,136,20,"$5,220.14","$4,791.14",$429.00,34,26,8,"$1,043.75 ",$862.25 ,$181.50 
368,Women's Sizes,Jackets,3X,49,49,0,"$1,985.02","$1,985.02",$0.00,19,19,0,$769.31 ,$769.31 ,$0.00 
369,Women's Sizes,Pants,14,99,99,0,"$2,541.51","$2,541.51",$0.00,3,3,0,$67.47 ,$67.47 ,$0.00 
370,Women's Sizes,Pants,16,385,385,0,"$11,031.65","$11,031.65",$0.00,35,35,0,$900.90 ,$900.90 ,$0.00 
371,Women's Sizes,Pants,18,339,309,30,"$8,259.41","$6,789.41","$1,470.00",45,45,0,"$1,064.55 ","$1,064.55 ",$0.00 
372,Women's Sizes,Pants,18W,6,6,0,$86.65,$86.65,$0.00,4,4,0,$57.77 ,$57.77 ,$0.00 
373,Women's Sizes,Pants,1X,"2,187","1,716",471,"$45,773.35","$38,158.60","$7,614.75",180,131,49,"$3,206.45 ","$2,665.70 ",$540.75 
374,Women's Sizes,Pants,20,191,188,3,"$3,893.33","$3,716.93",$176.40,38,37,1,$772.73 ,$728.63 ,$44.10 
375,Women's Sizes,Pants,20W,16,16,0,$271.84,$271.84,$0.00,2,2,0,$33.98 ,$33.98 ,$0.00 
376,Women's Sizes,Pants,22,60,52,8,"$1,652.03","$1,257.58",$394.45,14,11,3,$378.25 ,$209.20 ,$169.05 
377,Women's Sizes,Pants,24,129,129,0,"$3,409.96","$3,409.96",$0.00,9,9,0,$156.16 ,$156.16 ,$0.00 
378,Women's Sizes,Pants,26W,4,4,0,$113.96,$113.96,$0.00,0,0,0,$0.00 ,$0.00 ,$0.00 
379,Women's Sizes,Pants,2X,"2,433","2,142",291,"$59,748.18","$55,156.98","$4,591.20",245,198,47,"$4,980.42 ","$4,217.22 ",$763.20 
380,Women's Sizes,Pants,3X,344,318,26,"$9,699.38","$9,200.53",$498.85,54,49,5,"$1,104.46 ","$1,019.21 ",$85.25 
381,Women's Sizes,Pants,XS/14,25,0,25,$240.50,$0.00,$240.50,8,0,8,$71.50 ,$0.00 ,$71.50 
382,Women's Sizes,Pants,XXL,31,31,0,"$1,549.69","$1,549.69",$0.00,14,14,0,$697.36 ,$697.36 ,$0.00 
383,Women's Sizes,Shorts,14,92,63,29,"$1,978.17","$1,544.67",$433.50,11,6,5,$203.95 ,$127.45 ,$76.50 
384,Women's Sizes,Shorts,14W,28,28,0,$472.52,$472.52,$0.00,5,5,0,$85.15 ,$85.15 ,$0.00 
385,Women's Sizes,Shorts,16,101,75,26,"$2,080.91","$1,685.66",$395.25,11,10,1,$247.91 ,$224.66 ,$23.25 
386,Women's Sizes,Shorts,16W,84,84,0,"$1,522.37","$1,522.37",$0.00,19,19,0,$322.81 ,$322.81 ,$0.00 
387,Women's Sizes,Shorts,18,84,60,24,"$1,720.60","$1,369.60",$351.00,10,6,4,$188.45 ,$129.95 ,$58.50 
388,Women's Sizes,Shorts,18W,91,91,0,"$1,685.39","$1,685.39",$0.00,10,10,0,$183.05 ,$183.05 ,$0.00 
389,Women's Sizes,Shorts,1X,167,167,0,"$2,575.69","$2,575.69",$0.00,21,21,0,$336.09 ,$336.09 ,$0.00 
390,Women's Sizes,Shorts,20,36,23,13,$571.43,$377.18,$194.25,10,4,6,$146.11 ,$62.86 ,$83.25 
391,Women's Sizes,Shorts,20W,108,108,0,"$2,098.92","$2,098.92",$0.00,21,21,0,$437.79 ,$437.79 ,$0.00 
392,Women's Sizes,Shorts,22,47,34,13,$908.02,$713.77,$194.25,19,13,6,$392.07 ,$308.82 ,$83.25 
393,Women's Sizes,Shorts,22W,64,64,0,"$1,361.86","$1,361.86",$0.00,7,7,0,$139.94 ,$139.94 ,$0.00 
